player_name,format,country,matches_played,batting_innings,not_outs,runs_scored,highest_score,batting_average,balls_faced,batting_strike_rate,hundreds,fifties,overs_bowled,wickets,bowling_average,economy_rate,bowling_strike_rate,label
C C Lewis,test,England,32,0,3,1105,117,23.02,2421,45.64,1,4,1142.0,93,37.53,3.06,73.68,All-Rounder
M Leyland,test,England,41,0,5,2764,187,46.07,0,0.0,9,10,183.8,6,97.5,3.18,183.83,Batsman
A F A Lilley,test,England,35,0,8,903,84,20.52,0,0.0,0,4,4.2,1,23.0,5.52,25.0,Batsman
D Lloyd,test,England,9,0,2,552,214,42.46,1342,41.13,1,0,4.0,0,0.0,4.25,0.0,Batsman
P J Loader,test,England,13,0,6,76,17,5.85,0,0.0,0,0,443.7,39,22.51,1.98,68.26,Bowler
G A R Lock,test,England,49,0,9,742,89,13.74,0,0.0,0,3,2191.2,174,25.58,2.03,75.56,Bowler
W H Lockwood,test,England,12,0,3,231,52,17.77,0,0.0,0,1,328.3,43,20.56,2.69,45.81,Bowler
G A Lohmann,test,England,18,0,2,213,62,8.88,0,0.0,0,1,636.8,112,10.76,1.89,34.12,Bowler
F A Lowson,test,England,7,0,0,245,68,18.85,0,0.0,0,2,0.0,0,18.85,0.0,0.0,Batsman
A P Lucas,test,England,5,0,1,157,55,19.63,0,0.0,0,1,20.0,0,0.0,2.7,0.0,Batsman
B W Luckhurst,test,England,21,0,5,1298,131,36.06,3633,35.73,4,5,9.5,1,32.0,3.37,57.0,Batsman
A Lyth,test,England,7,0,0,265,107,20.38,529,50.09,1,0,1.0,0,0.0,0.0,0.0,Batsman
G G Macaulay,test,England,8,0,4,112,76,18.67,0,0.0,0,1,283.5,24,27.58,2.34,70.88,Bowler
G MacGregor,test,England,8,0,3,96,31,12.0,0,0.0,0,0,0.0,0,12.0,0.0,0.0,Batsman
A C MacLaren,test,England,35,0,4,1931,140,33.88,0,0.0,5,8,0.0,0,33.88,0.0,0.0,Batsman
S I Mahmood,test,England,8,0,1,81,34,8.1,161,50.31,0,0,188.3,20,38.1,4.05,56.5,Bowler
D J Malan*,test,England,22,0,0,1074,140,27.54,2622,40.96,1,9,37.0,2,65.5,3.54,111.0,Batsman
D E Malcolm,test,England,40,0,19,236,29,6.05,515,45.83,0,0,1413.3,128,37.09,3.36,66.25,Bowler
F G Mann,test,England,7,0,2,376,136,37.6,0,0.0,1,0,0.0,0,37.6,0.0,0.0,Batsman
F T Mann,test,England,5,0,1,281,84,35.13,0,0.0,0,2,0.0,0,35.13,0.0,0.0,Batsman
V J Marks,test,England,6,0,1,249,83,27.67,532,46.8,0,3,180.3,11,44.0,2.68,98.36,Batsman
P J Martin,test,England,8,0,0,115,29,8.85,303,37.95,0,0,242.0,17,34.12,2.4,85.41,Bowler
J R Mason,test,England,5,0,0,129,32,12.9,0,0.0,0,0,54.0,2,74.5,2.76,162.0,Batsman
P B H May,test,England,66,0,9,4537,285,46.77,0,0.0,13,22,0.0,0,46.77,0.0,0.0,Batsman
C P Mead,test,England,17,0,2,1185,182,49.38,0,0.0,4,3,0.0,0,49.38,0.0,0.0,Batsman
C Milburn,test,England,9,0,2,654,139,46.71,0,0.0,2,2,0.0,0,46.71,0.0,0.0,Batsman
G Miller,test,England,34,0,4,1213,98,25.81,3416,35.51,0,7,858.2,60,30.98,2.17,85.82,All-Rounder
G Millman,test,England,6,0,2,60,32,12.0,0,0.0,0,0,0.0,0,12.0,0.0,0.0,Batsman
C A Milton,test,England,6,0,1,204,104,25.5,0,0.0,1,0,4.0,0,0.0,3.0,0.0,Batsman
A Mitchell,test,England,6,0,0,298,72,29.8,0,0.0,0,2,1.0,0,0.0,4.0,0.0,Batsman
T B Mitchell,test,England,5,0,2,20,9,5.0,0,0.0,0,0,149.0,8,62.25,3.34,111.75,Bowler
Moeen Ali*,test,England,68,0,8,3094,155,28.13,5973,51.8,5,15,2101.7,204,37.31,3.62,61.81,All-Rounder
E J G Morgan,test,England,16,0,1,700,130,30.43,1278,54.77,2,3,0.0,0,30.43,0.0,0.0,Batsman
J B Mortimore,test,England,9,0,2,243,73,24.3,0,0.0,0,1,360.3,13,56.38,2.03,166.31,Bowler
A E Moss,test,England,9,0,1,61,26,10.17,0,0.0,0,0,276.2,21,29.81,2.27,78.9,Bowler
M D Moxon,test,England,10,0,1,455,99,28.44,1365,33.33,0,3,8.0,0,0.0,3.75,0.0,Batsman
A D Mullally,test,England,19,0,4,127,24,5.52,307,41.37,0,0,754.2,58,31.24,2.4,78.02,Bowler
J T Murray,test,England,21,0,5,506,112,22.0,0,0.0,1,2,0.0,0,22.0,0.0,0.0,Batsman
M S Nichols,test,England,14,0,7,355,78,29.58,0,0.0,0,2,427.5,41,28.1,2.69,62.56,Bowler
T C O'Brien,test,England,5,0,0,59,20,7.38,0,0.0,0,0,0.0,0,7.38,0.0,0.0,Batsman
C M Old,test,England,46,0,9,845,65,14.82,0,0.0,0,2,1476.3,143,28.11,2.72,61.94,Bowler
G Onions,test,England,9,0,7,30,17,10.0,97,30.93,0,0,267.7,32,29.91,3.58,50.19,Bowler
C Overton,test,England,8,0,2,182,41,15.17,415,43.86,0,0,245.3,21,36.19,3.1,70.1,Bowler
M S Panesar,test,England,50,0,23,220,26,4.89,749,29.37,0,0,2079.2,167,34.71,2.79,74.7,Bowler
P H Parfitt,test,England,37,0,6,1882,131,40.91,0,0.0,7,6,220.0,12,47.83,2.61,110.0,Batsman
W G A Parkhouse,test,England,7,0,0,373,78,28.69,0,0.0,0,2,0.0,0,28.69,0.0,0.0,Batsman
C H Parkin,test,England,10,0,3,160,36,12.31,0,0.0,0,0,349.2,32,35.25,3.23,65.47,Bowler
J M Parks,test,England,46,0,7,1962,108,32.16,0,0.0,2,9,9.0,1,51.0,5.67,54.0,Batsman
S R Patel,test,England,6,0,0,151,42,16.78,338,44.67,0,0,143.0,7,60.14,2.94,122.57,Batsman
E Paynter,test,England,20,0,5,1540,243,59.23,0,0.0,4,7,0.0,0,59.23,0.0,0.0,Batsman
E Peate,test,England,9,0,8,70,13,11.67,0,0.0,0,0,349.3,31,22.0,1.95,67.61,Bowler
I A R Peebles,test,England,13,0,8,98,26,10.89,0,0.0,0,0,480.3,45,30.91,2.9,64.04,Bowler
R Peel,test,England,20,0,4,427,83,14.72,0,0.0,0,3,869.3,101,16.98,1.97,51.64,Bowler
H Philipson,test,England,5,0,1,63,30,9.0,0,0.0,0,0,0.0,0,9.0,0.0,0.0,Batsman
K P Pietersen,test,England,104,0,8,8181,227,47.29,13256,61.72,23,35,218.5,10,88.6,4.05,131.1,Batsman
R Pilling,test,England,8,0,1,91,23,7.58,0,0.0,0,0,0.0,0,7.58,0.0,0.0,Batsman
L E Plunkett,test,England,13,0,5,238,55,15.87,509,46.76,0,1,443.2,41,37.46,3.47,64.85,Bowler
P I Pocock,test,England,25,0,4,206,33,6.24,0,0.0,0,0,1108.3,67,44.42,2.69,99.25,Bowler
O J D Pope*,test,England,64,0,5,3732,205,34.56,5793,64.42,9,16,0.0,0,34.56,0.0,0.0,Batsman
M J Potts*,test,England,11,0,5,105,21,10.5,227,46.26,0,0,365.2,36,33.36,3.29,60.86,Bowler
J S E Price,test,England,15,0,6,66,32,7.33,0,0.0,0,0,454.0,40,35.03,3.09,68.1,Bowler
D R Pringle,test,England,30,0,4,695,63,15.11,2439,28.5,0,1,881.2,70,35.97,2.86,75.53,Bowler
M J Prior,test,England,79,0,21,4099,131,40.19,6647,61.67,7,28,0.0,0,40.19,0.0,0.0,Batsman
G Pullar,test,England,28,0,4,1974,175,43.87,0,0.0,4,12,11.0,1,37.0,3.36,66.0,Batsman
W G Quaife,test,England,7,0,1,228,68,19.0,0,0.0,0,1,2.5,0,0.0,2.4,0.0,Batsman
C T Radley,test,England,8,0,0,481,158,48.1,1368,35.16,2,2,0.0,0,48.1,0.0,0.0,Batsman
M R Ramprakash,test,England,52,0,6,2350,154,27.33,6497,36.17,2,12,149.2,4,119.25,3.2,223.75,Batsman
D W Randall,test,England,47,0,5,2470,174,33.38,5625,43.91,7,12,2.7,0,0.0,1.13,0.0,Batsman
K S Ranjitsinhji,test,England,15,0,4,989,175,44.95,0,0.0,2,6,16.2,1,39.0,2.41,97.0,Batsman
A U Rashid*,test,England,19,0,5,540,61,19.29,1270,42.52,0,2,636.0,60,39.83,3.76,63.6,Bowler
C M W Read,test,England,15,0,4,360,55,18.95,912,39.47,0,1,0.0,0,18.95,0.0,0.0,Batsman
J M Read,test,England,17,0,2,461,57,17.07,0,0.0,0,2,0.0,0,17.07,0.0,0.0,Batsman
W W Read,test,England,18,0,1,720,117,27.69,0,0.0,1,5,10.0,0,0.0,6.3,0.0,Batsman
Rehan Ahmed*,test,England,5,0,0,103,28,10.3,182,56.59,0,0,173.0,22,31.23,3.97,47.18,Bowler
A E Relf,test,England,13,0,3,416,63,23.11,0,0.0,0,1,294.0,25,24.96,2.12,70.56,Bowler
S J Rhodes,test,England,11,0,5,294,65,24.5,941,31.24,0,1,0.0,0,24.5,0.0,0.0,Batsman
W Rhodes,test,England,58,0,21,2325,179,30.19,0,0.0,2,11,1371.8,127,26.97,2.5,64.81,All-Rounder
C J Richards,test,England,8,0,0,285,133,21.92,750,38.0,1,0,0.0,0,21.92,0.0,0.0,Batsman
P E Richardson,test,England,34,0,1,2061,126,37.47,0,0.0,5,9,20.0,3,16.0,2.4,40.0,Batsman
T Richardson,test,England,14,0,8,177,25,11.06,0,0.0,0,0,749.5,88,25.23,2.96,51.1,Bowler
F Ridgway,test,England,5,0,0,49,24,8.17,0,0.0,0,0,132.2,7,54.14,2.87,113.29,Bowler
J D B Robertson,test,England,11,0,2,881,133,46.37,0,0.0,2,6,23.0,2,29.0,2.52,69.0,Batsman
R W V Robins,test,England,19,0,4,612,108,26.61,0,0.0,1,4,553.0,64,27.47,3.18,51.84,Bowler
O E Robinson*,test,England,20,0,5,410,58,14.64,735,55.78,0,1,632.7,76,22.92,2.75,49.95,Bowler
R T Robinson,test,England,29,0,5,1601,175,36.39,3846,41.63,4,6,1.0,0,0.0,0.0,0.0,Batsman
S D Robson,test,England,7,0,0,336,127,30.55,755,44.5,1,1,0.0,0,30.55,0.0,0.0,Batsman
G R J Roope,test,England,21,0,4,860,77,30.71,0,0.0,0,7,28.7,0,0.0,2.65,0.0,Batsman
J E Root*,test,England,163,0,25,13943,262,51.07,24242,57.52,41,66,1045.3,73,48.15,3.36,85.92,All-Rounder
B C Rose,test,England,9,0,2,358,70,25.57,954,37.53,0,2,0.0,0,25.57,0.0,0.0,Batsman
J J Roy,test,England,5,0,0,187,72,18.7,318,58.81,0,1,0.0,0,18.7,0.0,0.0,Batsman
F E Rumsey,test,England,5,0,3,30,21,15.0,0,0.0,0,0,190.8,17,27.12,2.42,67.35,Bowler
C A G Russell,test,England,10,0,2,910,140,56.88,0,0.0,5,2,0.0,0,56.88,0.0,0.0,Batsman
R C Russell,test,England,54,0,16,1897,128,27.1,5289,35.87,2,6,0.0,0,27.1,0.0,0.0,Batsman
W E Russell,test,England,10,0,1,362,70,21.29,0,0.0,0,2,24.0,0,0.0,1.83,0.0,Batsman
I D K Salisbury,test,England,15,0,3,368,50,16.73,1316,27.96,0,1,415.3,20,76.95,3.71,124.6,Bowler
A Sandham,test,England,14,0,0,879,325,38.22,0,0.0,2,3,0.0,0,38.22,0.0,0.0,Batsman
W H Scotton,test,England,15,0,2,510,90,22.17,0,0.0,0,3,3.3,0,0.0,6.0,0.0,Batsman
J Selby,test,England,6,0,1,256,70,23.27,0,0.0,0,2,0.0,0,23.27,0.0,0.0,Batsman
D Shackleton,test,England,7,0,7,113,42,18.83,0,0.0,0,0,346.3,18,42.67,2.22,115.44,Bowler
O A Shah,test,England,6,0,0,269,88,26.9,642,41.9,0,2,5.0,0,0.0,6.2,0.0,Batsman
P J Sharpe,test,England,12,0,4,786,111,46.24,0,0.0,1,4,0.0,0,46.24,0.0,0.0,Batsman
A Shaw,test,England,7,0,1,111,40,10.09,0,0.0,0,0,182.7,12,23.75,1.56,91.33,Bowler
D S R Sheppard,test,England,22,0,2,1172,119,37.81,0,0.0,3,6,0.0,0,37.81,0.0,0.0,Batsman
Shoaib Bashir*,test,England,19,0,15,92,13,7.08,244,37.7,0,0,699.8,68,39.0,3.79,61.75,Bowler
A Shrewsbury,test,England,23,0,4,1277,164,35.47,0,0.0,3,4,2.0,0,0.0,1.0,0.0,Batsman
K Shuttleworth,test,England,5,0,0,46,21,7.67,174,26.44,0,0,178.5,12,35.58,2.39,89.25,Bowler
D P Sibley,test,England,22,0,3,1042,133,28.94,3045,34.22,2,5,1.0,0,0.0,7.0,0.0,Batsman
R J Sidebottom,test,England,22,0,11,313,31,15.65,903,34.66,0,0,802.0,79,28.24,2.78,60.91,Bowler
C E W Silverwood,test,England,6,0,3,29,10,7.25,79,36.71,0,0,138.0,11,40.36,3.22,75.27,Bowler
R T Simpson,test,England,27,0,3,1401,156,33.36,0,0.0,4,6,7.5,2,11.0,2.93,22.5,Batsman
G H T Simpson-Hayward,test,England,5,0,1,105,29,15.0,0,0.0,0,0,149.7,23,18.26,2.81,39.04,Bowler
G C Small,test,England,17,0,7,263,59,15.47,601,43.76,0,1,654.5,55,34.02,2.86,71.4,Bowler
A C Smith,test,England,6,0,3,118,69,29.5,0,0.0,0,1,0.0,0,29.5,0.0,0.0,Batsman
C I J Smith,test,England,5,0,0,102,27,10.2,0,0.0,0,0,155.0,15,26.2,2.54,62.0,Bowler
C L Smith,test,England,8,0,1,392,91,30.15,1314,29.83,0,2,17.0,3,13.0,2.29,34.0,Batsman
D R Smith,test,England,5,0,1,38,34,9.5,0,0.0,0,0,162.0,6,59.83,2.22,162.0,Bowler
E J Smith,test,England,11,0,1,113,22,8.69,0,0.0,0,0,0.0,0,8.69,0.0,0.0,Batsman
J L Smith*,test,England,20,0,4,1286,184,41.48,1720,74.77,2,7,0.0,0,41.48,0.0,0.0,Batsman
M J K Smith,test,England,50,0,6,2278,121,31.64,0,0.0,3,11,35.7,1,128.0,3.59,214.0,Batsman
R A Smith,test,England,62,0,15,4236,175,43.67,9279,45.65,9,28,4.0,0,0.0,1.5,0.0,Batsman
J A Snow,test,England,49,0,14,772,73,13.54,0,0.0,0,2,2003.5,202,26.67,2.69,59.51,Bowler
R H Spooner,test,England,10,0,0,481,119,32.07,0,0.0,1,4,0.0,0,32.07,0.0,0.0,Batsman
R T Spooner,test,England,7,0,1,354,92,27.23,0,0.0,0,3,0.0,0,27.23,0.0,0.0,Batsman
J B Statham,test,England,70,0,28,675,38,11.44,0,0.0,0,0,2676.0,252,24.85,2.34,63.71,Bowler
A G Steel,test,England,13,0,3,600,148,35.29,0,0.0,2,0,227.3,29,20.86,2.66,47.03,Batsman
D S Steele,test,England,8,0,0,673,106,42.06,1700,39.59,1,5,14.7,2,19.5,2.66,44.0,Batsman
G T S Stevens,test,England,10,0,0,263,69,15.47,0,0.0,0,1,197.7,20,32.4,3.28,59.3,Bowler
A J Stewart,test,England,133,0,21,8463,190,39.55,17390,48.67,15,45,3.3,0,0.0,3.9,0.0,Batsman
M J Stewart,test,England,8,0,1,385,87,35.0,0,0.0,0,2,0.0,0,35.0,0.0,0.0,Batsman
A E Stoddart,test,England,16,0,2,996,173,35.57,0,0.0,2,3,27.0,2,47.0,3.48,81.0,Batsman
B A Stokes*,test,England,120,0,9,7216,258,34.86,12348,58.44,14,37,2294.5,245,31.24,3.34,56.19,All-Rounder
O P Stone*,test,England,5,0,1,102,20,11.33,234,43.59,0,0,101.7,17,23.53,3.93,35.88,Bowler
M D Stoneman,test,England,11,0,1,526,60,27.68,1188,44.28,0,5,0.0,0,27.68,0.0,0.0,Batsman
W Storer,test,England,6,0,0,215,51,19.55,0,0.0,0,1,28.0,2,54.0,3.86,84.0,Batsman
A J Strauss,test,England,100,0,6,7037,177,40.91,14385,48.92,21,27,0.0,0,40.91,0.0,0.0,Batsman
H Strudwick,test,England,28,0,13,230,24,7.93,0,0.0,0,0,0.0,0,7.93,0.0,0.0,Batsman
C T Studd,test,England,5,0,1,160,48,20.0,0,0.0,0,0,64.0,3,32.67,1.53,128.0,Batsman
R Subba Row,test,England,13,0,1,984,137,46.86,0,0.0,3,4,1.0,0,0.0,2.0,0.0,Batsman
P M Such,test,England,11,0,5,67,14,6.09,345,19.42,0,0,520.7,37,33.57,2.39,84.43,Bowler
H Sutcliffe,test,England,54,0,9,4555,194,60.73,0,0.0,16,23,0.0,0,60.73,0.0,0.0,Batsman
G P Swann,test,England,60,0,14,1370,85,22.1,1791,76.49,0,5,2558.2,255,29.97,2.99,60.19,All-Rounder
R Swetman,test,England,11,0,2,254,65,16.93,0,0.0,0,1,0.0,0,16.93,0.0,0.0,Batsman
M W Tate,test,England,39,0,5,1198,100,25.49,0,0.0,1,5,2087.2,155,26.16,1.94,80.79,All-Rounder
R Tattersall,test,England,16,0,7,50,10,5.0,0,0.0,0,0,704.7,58,26.09,2.15,72.9,Bowler
C J Tavare,test,England,31,0,2,1755,149,32.5,5735,30.6,2,12,5.0,0,0.0,2.2,0.0,Batsman
J W A Taylor,test,England,7,0,1,312,76,26.0,753,41.43,0,2,0.0,0,26.0,0.0,0.0,Batsman
R W Taylor,test,England,57,0,12,1156,97,16.28,4260,27.14,0,3,2.0,0,0.0,3.0,0.0,Batsman
L H Tennyson,test,England,9,0,1,345,74,31.36,0,0.0,0,4,1.0,0,0.0,1.0,0.0,Batsman
J G Thomas,test,England,5,0,4,83,31,13.83,226,36.73,0,0,129.0,10,50.4,3.91,77.4,Bowler
G J Thompson,test,England,6,0,1,273,63,30.33,0,0.0,0,2,227.8,23,27.74,2.8,59.43,Bowler
N I Thomson,test,England,5,0,1,69,39,23.0,0,0.0,0,0,248.0,9,63.11,2.29,165.33,Bowler
G P Thorpe,test,England,100,0,28,6744,200,44.66,14692,45.9,16,39,23.0,0,0.0,1.61,0.0,Batsman
F J Titmus,test,England,53,0,11,1449,84,22.29,0,0.0,0,10,2491.7,153,32.23,1.98,97.71,All-Rounder
J C Tongue*,test,England,9,0,3,48,19,5.33,138,34.78,0,0,325.3,49,26.37,3.97,39.84,Bowler
C T Tremlett,test,England,12,0,4,113,25,10.27,299,37.79,0,0,483.7,53,27.0,2.96,54.75,Bowler
M E Trescothick,test,England,76,0,10,5825,219,43.8,10684,54.52,14,29,50.0,1,155.0,3.1,300.0,Batsman
I J L Trott,test,England,52,0,6,3835,226,44.08,8128,47.18,9,19,118.0,5,80.0,3.39,141.6,Batsman
F S Trueman,test,England,67,0,14,981,39,13.82,0,0.0,0,0,2529.7,307,21.58,2.62,49.44,Bowler
A J Tudor,test,England,10,0,4,229,99,19.08,513,44.64,0,1,252.0,28,34.39,3.82,54.0,Bowler
P C R Tufnell,test,England,42,0,29,153,22,5.1,690,22.17,0,0,1880.3,121,37.69,2.43,93.24,Bowler
M J Turnbull,test,England,9,0,2,224,61,20.36,0,0.0,0,1,0.0,0,20.36,0.0,0.0,Batsman
G E Tyldesley,test,England,14,0,2,990,122,55.0,0,0.0,3,6,0.5,0,0.0,4.0,0.0,Batsman
J T Tyldesley,test,England,31,0,1,1661,138,30.76,0,0.0,4,9,0.0,0,30.76,0.0,0.0,Batsman
R K Tyldesley,test,England,7,0,1,47,29,7.83,0,0.0,0,0,269.2,19,32.58,2.3,85.0,Bowler
E F S Tylecote,test,England,6,0,1,152,66,19.0,0,0.0,0,1,0.0,0,19.0,0.0,0.0,Batsman
F H Tyson,test,England,17,0,3,230,37,10.95,0,0.0,0,0,575.3,76,18.57,2.45,45.42,Bowler
G Ulyett,test,England,25,0,0,949,149,24.33,0,0.0,1,7,437.8,50,20.4,2.33,52.54,Bowler
D L Underwood,test,England,86,0,35,937,45,11.57,0,0.0,0,0,3643.7,297,25.84,2.11,73.61,Bowler
B H Valentine,test,England,7,0,2,454,136,64.86,0,0.0,2,1,0.0,0,64.86,0.0,0.0,Batsman
M P Vaughan,test,England,82,0,9,5719,197,41.44,11185,51.13,18,18,163.0,6,93.5,3.44,163.0,Batsman
H Verity,test,England,40,0,12,669,66,20.91,0,0.0,0,3,1862.2,144,24.38,1.88,77.59,Bowler
J M Vince,test,England,13,0,0,548,83,24.91,1100,49.82,0,3,4.0,0,0.0,3.25,0.0,Batsman
W Voce,test,England,27,0,15,308,66,13.39,0,0.0,0,1,1060.0,98,27.89,2.58,64.9,Bowler
E Wainwright,test,England,5,0,0,132,49,14.67,0,0.0,0,0,21.2,0,0.0,3.45,0.0,Batsman
C F Walters,test,England,11,0,3,784,102,52.27,0,0.0,1,7,0.0,0,52.27,0.0,0.0,Batsman
A Ward,test,England,5,0,1,40,21,8.0,93,43.01,0,0,126.8,14,32.36,3.57,54.36,Bowler
I J Ward,test,England,5,0,1,129,39,16.13,316,40.82,0,0,0.0,0,16.13,0.0,0.0,Batsman
J H Wardle,test,England,28,0,8,653,66,19.79,0,0.0,0,2,1099.5,102,20.39,1.89,64.68,Bowler
P F Warner,test,England,15,0,2,622,132,23.92,0,0.0,1,3,0.0,0,23.92,0.0,0.0,Batsman
C Washbrook,test,England,37,0,6,2569,195,42.82,0,0.0,6,12,6.0,1,33.0,5.5,36.0,Batsman
A J Watkins,test,England,15,0,4,810,137,40.5,0,0.0,2,4,227.3,11,50.36,2.44,124.0,Batsman
W Watson,test,England,23,0,3,879,116,25.85,0,0.0,2,3,0.0,0,25.85,0.0,0.0,Batsman
T Westley,test,England,5,0,1,193,59,24.13,453,42.6,0,1,4.0,0,0.0,3.0,0.0,Batsman
C White,test,England,30,0,7,1052,121,24.47,2437,43.17,1,5,659.8,59,37.63,3.36,67.1,All-Rounder
J C White,test,England,15,0,9,239,29,18.38,0,0.0,0,0,800.2,49,32.27,1.98,97.98,Bowler
P Willey,test,England,26,0,6,1184,102,26.91,2794,42.38,2,5,181.8,7,65.14,2.51,155.86,Batsman
R G D Willis,test,England,90,0,55,840,28,11.51,2574,32.63,0,0,2892.8,325,25.2,2.83,53.41,Bowler
D Wilson,test,England,6,0,1,75,42,12.5,0,0.0,0,0,245.3,11,42.36,1.9,133.82,Bowler
C R Woakes,test,England,62,0,18,2034,137,25.11,3844,52.91,1,7,1869.8,192,29.61,3.04,58.43,All-Rounder
B Wood,test,England,12,0,0,454,90,21.62,0,0.0,0,2,16.3,0,0.0,3.06,0.0,Batsman
M A Wood*,test,England,38,0,12,811,52,15.6,1143,70.95,0,1,1101.7,119,30.8,3.33,55.55,Bowler
F E Woolley,test,England,64,0,7,3283,154,36.08,0,0.0,5,23,1082.5,83,33.92,2.6,78.25,All-Rounder
R A Woolmer,test,England,19,0,2,1059,149,33.09,2734,38.73,3,2,91.0,4,74.75,3.29,136.5,Batsman
T S Worthington,test,England,9,0,0,321,128,29.18,0,0.0,1,1,105.5,8,39.5,3.0,79.13,Batsman
D V P Wright,test,England,34,0,13,289,45,11.12,0,0.0,0,0,1355.8,108,39.11,3.12,75.32,Bowler
R E S Wyatt,test,England,40,0,6,1839,149,31.71,0,0.0,2,12,232.5,18,35.67,2.76,77.5,Batsman
N W D Yardley,test,England,20,0,2,812,99,25.38,0,0.0,0,4,277.0,21,33.67,2.55,79.14,Batsman
J A Young,test,England,8,0,5,28,10,5.6,0,0.0,0,0,396.0,17,44.53,1.91,139.76,Bowler
V R Aaron,test,India,9,0,5,35,9,3.89,110,31.82,0,0,198.2,18,52.61,4.78,66.06,Bowler
S Abid Ali,test,India,29,0,3,1018,81,20.36,0,0.0,0,6,694.0,47,42.13,2.85,88.6,Batsman
H R Adhikari,test,India,21,0,8,872,114,31.14,0,0.0,1,4,28.3,3,27.33,2.89,56.67,Batsman
A B Agarkar,test,India,26,0,5,571,109,16.79,1081,52.82,1,0,809.5,58,47.33,3.39,83.74,Bowler
M A Agarwal,test,India,21,0,0,1488,243,41.33,2782,53.49,4,6,0.0,0,41.33,0.0,0.0,Batsman
A Akash Deep*,test,India,10,0,1,163,66,11.64,303,53.8,0,1,256.0,28,35.79,3.91,54.86,Bowler
L Amar Singh,test,India,7,0,1,292,51,22.46,0,0.0,0,1,363.7,28,30.64,2.36,77.93,Bowler
L Amarnath,test,India,24,0,4,878,118,24.39,0,0.0,1,4,706.8,45,32.91,2.1,94.24,Bowler
M Amarnath,test,India,69,0,10,4378,138,42.5,0,0.0,11,24,612.7,32,55.69,2.91,114.88,Batsman
S Amarnath,test,India,10,0,0,550,124,30.56,0,0.0,1,3,1.8,1,5.0,2.73,11.0,Batsman
P K Amre,test,India,11,0,3,425,103,42.5,1112,38.22,1,3,0.0,0,42.5,0.0,0.0,Batsman
M L Apte,test,India,7,0,2,542,163,49.27,0,0.0,1,3,1.0,0,0.0,3.0,0.0,Batsman
Arshad Ayub,test,India,13,0,4,257,57,17.13,800,32.13,0,1,610.5,41,35.07,2.36,89.34,Bowler
Arun Lal,test,India,16,0,1,729,93,26.04,0,0.0,0,6,2.7,0,0.0,2.63,0.0,Batsman
R Ashwin,test,India,106,0,15,3503,124,25.76,6423,54.54,6,14,4536.0,537,23.91,2.83,50.68,All-Rounder
K Azad,test,India,7,0,0,135,24,11.25,0,0.0,0,0,125.0,3,124.33,2.98,250.0,Batsman
M Azharuddin,test,India,99,0,9,6215,199,45.04,0,0.0,22,21,2.2,0,0.0,7.38,0.0,Batsman
A A Baig,test,India,10,0,0,428,112,23.78,0,0.0,1,2,3.0,0,0.0,5.0,0.0,Batsman
L Balaji,test,India,8,0,0,51,31,5.67,126,40.48,0,0,292.7,27,37.19,3.43,65.04,Bowler
S B Bangar,test,India,12,0,2,470,100,29.38,1447,32.48,1,3,127.0,7,49.0,2.7,108.86,Batsman
B S Bedi,test,India,67,0,28,656,50,8.99,0,0.0,0,1,3560.7,266,28.71,2.14,80.32,Bowler
K S Bharat*,test,India,7,0,1,221,44,20.09,417,53.0,0,0,0.0,0,20.09,0.0,0.0,Batsman
R M H Binny,test,India,27,0,5,830,83,23.06,0,0.0,0,5,478.3,47,32.64,3.21,61.06,Bowler
S T R Binny,test,India,6,0,1,194,78,21.56,333,58.26,0,1,75.0,3,86.0,3.44,150.0,Batsman
C G Borde,test,India,55,0,11,3061,177,35.59,0,0.0,5,18,949.2,52,46.48,2.55,109.52,All-Rounder
J J Bumrah*,test,India,52,0,25,348,34,6.57,843,41.28,0,0,1671.8,234,19.79,2.77,42.87,Bowler
B S Chandrasekhar,test,India,58,0,39,167,22,4.07,0,0.0,0,0,2660.5,242,29.75,2.71,65.96,Bowler
C P S Chauhan,test,India,40,0,2,2084,97,31.58,0,0.0,0,16,29.0,2,53.0,3.66,87.0,Batsman
R K Chauhan,test,India,21,0,3,98,23,7.0,348,28.16,0,0,791.5,47,39.51,2.35,101.04,Bowler
A Chopra,test,India,10,0,0,437,60,23.0,1263,34.6,0,2,0.0,0,23.0,0.0,0.0,Batsman
N J Contractor,test,India,31,0,1,1611,108,31.59,0,0.0,1,11,31.0,1,80.0,2.58,186.0,Batsman
S  S Das,test,India,23,0,2,1326,110,34.89,3407,38.92,2,9,11.0,0,0.0,3.18,0.0,Batsman
D Dasgupta,test,India,8,0,1,344,100,28.67,1126,30.55,1,2,0.0,0,28.67,0.0,0.0,Batsman
R B Desai,test,India,28,0,13,418,85,13.48,0,0.0,0,1,932.8,74,37.31,2.96,75.64,Bowler
S Dhawan,test,India,34,0,1,2315,190,40.61,3458,66.95,7,5,9.0,0,0.0,2.0,0.0,Batsman
M S Dhoni,test,India,90,0,16,4876,224,38.09,8249,59.11,6,33,16.0,0,0.0,4.19,0.0,Batsman
S S Dighe,test,India,6,0,1,141,47,15.67,368,38.32,0,0,0.0,0,15.67,0.0,0.0,Batsman
R V Divecha,test,India,5,0,0,60,26,12.0,0,0.0,0,0,174.0,11,32.82,2.07,94.91,Bowler
