player_name,format,country,matches_played,batting_innings,not_outs,runs_scored,highest_score,batting_average,balls_faced,batting_strike_rate,hundreds,fifties,overs_bowled,wickets,bowling_average,economy_rate,bowling_strike_rate,label
C J Richards,odi,England,22,0,3,154,50,11.85,264,58.33,0,1,0.0,0,11.85,0.0,0.0,Batsman
R T Robinson,odi,England,26,0,0,597,83,22.96,1026,58.19,0,3,0.0,0,22.96,0.0,0.0,Batsman
G R J Roope,odi,England,8,0,0,173,44,21.63,342,50.58,0,0,0.0,0,21.63,0.0,0.0,Batsman
J E Root*,odi,England,189,0,25,7577,166,49.52,8650,87.6,20,45,295.0,30,58.17,5.92,59.0,Batsman
J J Roy,odi,England,116,0,3,4271,180,39.92,4047,105.53,12,21,0.0,0,39.92,0.0,0.0,Batsman
R C Russell,odi,England,40,0,7,423,50,17.63,638,66.3,0,1,0.0,0,17.63,0.0,0.0,Batsman
P D Salt*,odi,England,33,0,0,988,122,31.87,861,114.75,1,5,0.0,0,31.87,0.0,0.0,Batsman
O A Shah,odi,England,71,0,6,1834,107,30.57,2331,78.68,1,12,32.2,7,26.29,5.72,27.57,Batsman
R J Sidebottom,odi,England,25,0,8,133,24,13.3,194,68.56,0,0,212.8,29,35.83,4.88,44.03,Bowler
C E W Silverwood,odi,England,7,0,0,17,12,4.25,34,50.0,0,0,51.0,6,40.67,4.78,51.0,Bowler
G C Small,odi,England,53,0,9,98,18,6.53,188,52.13,0,0,465.5,58,33.48,4.17,48.16,Bowler
J L Smith*,odi,England,19,0,0,392,64,21.78,349,112.32,0,3,0.0,0,21.78,0.0,0.0,Batsman
M J Smith,odi,England,5,0,0,70,31,14.0,159,44.03,0,0,0.0,0,14.0,0.0,0.0,Batsman
N M K Smith,odi,England,7,0,1,100,31,20.0,132,75.76,0,0,43.5,6,31.67,4.37,43.5,Bowler
R A Smith,odi,England,71,0,8,2419,167,39.02,3473,69.65,4,15,0.0,0,39.02,0.0,0.0,Batsman
J N Snape,odi,England,10,0,3,118,38,29.5,173,68.21,0,0,88.2,13,31.0,4.57,40.69,Bowler
J A Snow,odi,England,9,0,2,9,5,4.5,41,21.95,0,0,89.7,14,16.57,2.59,38.43,Bowler
V S Solanki,odi,England,51,0,5,1097,106,26.76,1504,72.94,2,5,18.5,1,105.0,5.68,111.0,Batsman
A J Stewart,odi,England,170,0,14,4677,116,31.6,6841,68.37,4,28,0.0,0,31.6,0.0,0.0,Batsman
B A Stokes*,odi,England,114,0,15,3463,182,41.23,3619,95.69,5,24,518.3,74,42.39,6.05,42.03,All-Rounder
O P Stone*,odi,England,10,0,3,24,9,8.0,35,68.57,0,0,65.7,9,44.33,6.08,43.78,Bowler
A J Strauss,odi,England,127,0,7,4205,158,35.64,5203,80.82,6,27,1.0,0,0.0,3.0,0.0,Batsman
G P Swann,odi,England,79,0,12,500,34,13.89,553,90.42,0,0,634.8,104,27.77,4.55,36.63,Bowler
C J Tavare,odi,England,29,0,2,720,83,27.69,1471,48.95,0,4,2.0,0,0.0,1.5,0.0,Batsman
J W A Taylor,odi,England,27,0,5,887,101,42.24,1107,80.13,1,7,0.0,0,42.24,0.0,0.0,Batsman
R W Taylor,odi,England,27,0,7,130,26,13.0,312,41.67,0,0,0.0,0,13.0,0.0,0.0,Batsman
G P Thorpe,odi,England,82,0,13,2380,89,37.19,3344,71.17,0,21,20.0,2,48.5,4.85,60.0,Batsman
R J W Topley*,odi,England,30,0,11,35,15,11.67,70,50.0,0,0,232.0,47,26.74,5.42,29.62,Bowler
J C Tredwell,odi,England,45,0,11,163,30,11.64,242,67.36,0,0,350.7,60,27.77,4.75,35.07,Bowler
C T Tremlett,odi,England,15,0,4,50,19,7.14,89,56.18,0,0,130.7,15,47.0,5.4,52.27,Bowler
M E Trescothick,odi,England,123,0,6,4335,137,37.37,5087,85.22,12,21,38.7,4,54.75,5.66,58.0,Batsman
I J L Trott,odi,England,68,0,10,2819,137,51.25,3658,77.06,4,22,30.5,2,83.0,5.44,91.5,Batsman
J O Troughton,odi,England,6,0,1,36,20,9.0,76,47.37,0,0,0.0,0,9.0,0.0,0.0,Batsman
P C R Tufnell,odi,England,20,0,9,15,5,15.0,31,48.39,0,0,170.0,19,36.79,4.11,53.68,Bowler
S D Udal,odi,England,11,0,4,35,11,11.67,46,76.09,0,0,102.0,9,44.44,3.92,68.0,Bowler
D L Underwood,odi,England,26,0,4,53,17,5.89,133,39.85,0,0,213.0,32,22.94,3.45,39.94,Bowler
M P Vaughan,odi,England,86,0,10,1982,90,27.15,2898,68.39,0,16,132.7,16,40.56,4.89,49.75,Batsman
J M Vince,odi,England,25,0,0,616,102,28.0,703,87.62,1,3,7.0,1,38.0,5.43,42.0,Batsman
V J Wells,odi,England,9,0,0,141,39,20.14,253,55.73,0,0,36.7,8,23.63,5.15,27.5,Bowler
A G Wharf,odi,England,13,0,3,19,9,9.5,28,67.86,0,0,97.3,18,23.78,4.4,32.44,Bowler
C White,odi,England,51,0,5,568,57,15.78,928,61.21,0,1,394.0,65,26.55,4.38,36.37,Bowler
D J Willey*,odi,England,73,0,19,663,51,24.56,693,95.67,0,2,539.3,100,29.77,5.52,32.36,Bowler
P Willey,odi,England,26,0,1,538,64,23.39,855,62.92,0,5,171.8,13,50.69,3.84,79.31,Batsman
R G D Willis,odi,England,64,0,14,83,24,10.38,157,52.87,0,0,599.2,80,24.6,3.28,44.94,Bowler
C R Woakes,odi,England,122,0,24,1524,95,23.81,1710,89.12,0,6,956.2,173,30.02,5.43,33.16,All-Rounder
B Wood,odi,England,13,0,2,314,78,31.4,647,48.53,0,2,70.0,9,24.89,3.2,46.67,Batsman
M A Wood*,odi,England,70,0,16,168,43,12.92,167,100.6,0,0,584.3,80,40.83,5.59,43.83,Bowler
R A Woolmer,odi,England,6,0,0,21,9,5.25,46,45.65,0,0,53.5,9,28.89,4.86,35.67,Bowler
L J Wright,odi,England,50,0,4,707,52,20.2,820,86.22,0,2,173.0,15,58.93,5.11,69.2,Batsman
M H Yardy,odi,England,28,0,8,326,60,20.38,472,69.07,0,2,222.0,21,51.19,4.84,63.43,Bowler
V R Aaron,odi,India,9,0,2,8,6,8.0,15,53.33,0,0,63.3,11,38.09,6.62,34.55,Bowler
S Abid Ali,odi,India,5,0,0,93,70,31.0,132,70.45,0,1,56.0,7,26.71,3.34,48.0,Bowler
A B Agarkar,odi,India,191,0,26,1269,95,14.59,1574,80.62,0,3,1580.7,288,27.85,5.07,32.93,All-Rounder
M A Agarwal,odi,India,5,0,0,86,32,17.2,83,103.61,0,0,1.0,0,0.0,10.0,0.0,Batsman
K K Ahmed*,odi,India,11,0,1,9,5,4.5,17,52.94,0,0,80.0,15,31.0,5.81,32.0,Bowler
M Amarnath,odi,India,85,0,12,1924,102,30.54,3334,57.71,2,13,455.0,46,42.85,4.33,59.35,Batsman
P K Amre,odi,India,37,0,5,513,84,20.52,799,64.21,0,2,0.3,0,0.0,12.0,0.0,Batsman
S A Ankola,odi,India,20,0,4,34,9,3.78,42,80.95,0,0,134.5,13,47.31,4.57,62.08,Bowler
Arshad Ayub,odi,India,32,0,7,116,31,11.6,162,71.6,0,0,294.8,31,39.23,4.12,57.06,Bowler
Arshdeep Singh*,odi,India,15,0,2,56,18,7.0,52,107.69,0,0,113.5,25,24.44,5.38,27.24,Bowler
Arun Lal,odi,India,13,0,0,122,51,9.38,232,52.59,0,1,0.0,0,9.38,0.0,0.0,Batsman
R Ashwin,odi,India,116,0,20,707,65,16.44,813,86.96,0,1,1050.5,156,33.21,4.93,40.4,All-Rounder
Avesh Khan*,odi,India,8,0,1,23,10,7.67,29,79.31,0,0,59.3,9,36.56,5.54,39.56,Bowler
K Azad,odi,India,25,0,2,269,39,14.16,400,67.25,0,0,65.0,7,39.0,4.2,55.71,Batsman
M Azharuddin,odi,India,334,0,54,9378,153,36.92,12670,74.02,7,58,92.0,12,39.92,5.21,46.0,Batsman
H K Badani,odi,India,40,0,10,867,100,33.35,1180,73.47,1,4,30.5,3,49.67,4.89,61.0,Batsman
S Badrinath,odi,India,7,0,1,79,27,15.8,172,45.93,0,0,0.0,0,15.8,0.0,0.0,Batsman
S V Bahutule,odi,India,8,0,1,23,11,7.67,29,79.31,0,0,49.0,2,141.5,5.78,147.0,Bowler
L Balaji,odi,India,30,0,6,120,21,12.0,152,78.95,0,0,241.2,34,39.53,5.57,42.56,Bowler
S T Banerjee,odi,India,6,0,3,49,25,24.5,42,116.67,0,0,40.0,5,40.4,5.05,48.0,Bowler
S B Bangar,odi,India,15,0,2,180,57,13.85,239,75.31,0,1,73.7,7,54.86,5.21,63.14,Batsman
A C Bedade,odi,India,13,0,3,158,51,22.57,183,86.34,0,1,0.0,0,22.57,0.0,0.0,Batsman
B S Bedi,odi,India,10,0,2,31,13,6.2,70,44.29,0,0,98.3,7,48.57,3.46,84.29,Bowler
R Vijay Bhardwaj,odi,India,10,0,4,136,41,27.2,194,70.1,0,0,62.0,16,19.19,4.95,23.25,Bowler
R M H Binny,odi,India,72,0,10,629,57,16.13,1046,60.13,0,1,492.8,77,29.35,4.59,38.4,Bowler
S T R Binny,odi,India,14,0,3,230,77,28.75,246,93.5,0,1,81.7,20,21.95,5.38,24.5,Bowler
J J Bumrah*,odi,India,89,0,14,91,16,7.58,159,57.23,0,0,763.3,149,23.55,4.6,30.74,Bowler
Y S Chahal*,odi,India,72,0,5,77,18,8.56,141,54.61,0,0,623.2,121,27.13,5.27,30.9,Bowler
D L Chahar*,odi,India,13,0,3,203,69,33.83,207,98.07,0,2,85.0,16,30.56,5.75,31.88,Bowler
V B Chandrasekhar,odi,India,7,0,0,88,53,12.57,163,53.99,0,1,0.0,0,12.57,0.0,0.0,Batsman
C P S Chauhan,odi,India,7,0,0,153,46,21.86,301,50.83,0,0,0.0,0,21.86,0.0,0.0,Batsman
R K Chauhan,odi,India,35,0,5,132,32,10.15,171,77.19,0,0,272.3,29,41.93,4.47,56.34,Bowler
P P Chawla,odi,India,25,0,5,38,13,5.43,58,65.52,0,0,218.7,32,34.91,5.11,41.0,Bowler
N Chopra,odi,India,39,0,6,310,61,15.5,498,62.25,0,1,305.8,46,27.96,4.2,39.89,Bowler
V Dahiya,odi,India,19,0,2,216,51,16.62,267,80.9,0,1,0.0,0,16.62,0.0,0.0,Batsman
D Dasgupta,odi,India,5,0,1,51,24,17.0,82,62.2,0,0,0.0,0,17.0,0.0,0.0,Batsman
S Dhawan,odi,India,167,0,10,6793,143,44.11,7436,91.35,17,39,0.0,0,44.11,0.0,0.0,Batsman
M S Dhoni,odi,India,347,0,83,10599,183,50.23,12164,87.13,9,73,6.0,1,31.0,5.17,36.0,Batsman
S S Dighe,odi,India,23,0,6,256,94,23.27,421,60.81,0,1,0.0,0,23.27,0.0,0.0,Batsman
A B Dinda,odi,India,13,0,0,21,16,4.2,36,58.33,0,0,99.0,12,51.0,6.18,49.5,Bowler
D R Doshi,odi,India,15,0,2,9,5,3.0,20,45.0,0,0,132.0,22,23.82,3.97,36.0,Bowler
R Dravid,odi,India,340,0,39,10768,153,39.16,15124,71.2,12,82,31.0,4,42.5,5.48,46.5,Batsman
F M Engineer,odi,India,5,0,1,114,54,38.0,195,58.46,0,1,0.0,0,38.0,0.0,0.0,Batsman
A D Gaekwad,odi,India,15,0,1,269,78,20.69,509,52.85,0,1,8.0,1,39.0,4.88,48.0,Batsman
R D Gaikwad*,odi,India,9,0,0,228,105,28.5,254,89.76,1,1,0.0,0,28.5,0.0,0.0,Batsman
G Gambhir,odi,India,147,0,11,5238,150,39.68,6144,85.25,11,34,1.0,0,0.0,13.0,0.0,Batsman
S C Ganguly,odi,India,308,0,23,11221,183,40.95,15235,73.65,22,71,757.2,100,38.35,5.06,45.43,All-Rounder
R S Gavaskar,odi,India,11,0,2,151,54,18.88,234,64.53,0,1,12.0,1,74.0,6.17,72.0,Batsman
S M Gavaskar,odi,India,108,0,14,3092,103,35.14,4966,62.26,1,27,3.3,1,25.0,7.5,20.0,Batsman
R S Ghai,odi,India,6,0,0,1,1,1.0,3,33.33,0,0,45.8,3,86.67,5.67,91.67,Bowler
K D Ghavri,odi,India,19,0,6,114,20,11.4,194,58.76,0,0,172.2,15,47.2,4.11,68.87,Bowler
Harbhajan Singh,odi,India,234,0,35,1213,49,13.33,1491,81.35,0,0,2059.8,265,33.48,4.31,46.64,All-Rounder
Harshit Rana*,odi,India,14,0,2,124,52,24.8,102,121.57,0,1,114.5,26,27.38,6.22,26.42,Bowler
Harvinder Singh,odi,India,16,0,1,6,3,1.5,19,31.58,0,0,114.3,24,25.38,5.33,28.58,Bowler
N D Hirwani,odi,India,18,0,3,8,4,2.0,29,27.59,0,0,160.0,23,31.26,4.49,41.74,Bowler
D J Hooda,odi,India,10,0,1,153,33,25.5,189,80.95,0,0,25.0,3,39.67,4.76,50.0,Batsman
Ishan Kishan*,odi,India,27,0,2,933,210,42.41,913,102.19,1,7,0.0,0,42.41,0.0,0.0,Batsman
S S Iyer*,odi,India,76,0,6,2977,128,46.52,3020,98.58,5,23,6.2,0,0.0,6.32,0.0,Batsman
A Jadeja,odi,India,196,0,36,5359,119,37.48,7677,69.81,6,30,207.7,20,54.7,5.27,62.3,Batsman
R A Jadeja*,odi,India,210,0,52,2905,87,32.28,3396,85.54,0,13,1734.0,232,36.54,4.89,44.84,All-Rounder
K M Jadhav,odi,India,73,0,19,1389,120,42.09,1367,101.61,2,6,197.8,27,37.78,5.16,43.96,Batsman
S B Joshi,odi,India,69,0,11,584,61,17.18,653,89.43,0,1,564.3,69,36.36,4.45,49.07,Bowler
M Kaif,odi,India,125,0,24,2753,111,32.01,3823,72.01,2,17,0.0,0,32.01,0.0,0.0,Batsman
V G Kambli,odi,India,104,0,21,2477,106,32.59,3443,71.94,2,14,0.7,1,7.0,10.5,4.0,Batsman
H H Kanitkar,odi,India,34,0,8,339,57,17.84,512,66.21,0,1,167.7,17,47.24,4.79,59.18,Bowler
Kapil Dev,odi,India,225,0,39,3783,175,23.79,3979,95.07,1,14,1867.0,253,27.45,3.72,44.28,All-Rounder
A R Kapoor,odi,India,17,0,0,43,19,7.17,63,68.25,0,0,150.0,8,76.5,4.08,112.5,Bowler
S Karim,odi,India,34,0,4,362,55,15.74,560,64.64,0,1,0.0,0,15.74,0.0,0.0,Batsman
K D Karthik,odi,India,94,0,21,1752,79,30.21,2392,73.24,0,9,0.0,0,30.21,0.0,0.0,Batsman
M Kartik,odi,India,37,0,5,126,32,14.0,179,70.39,0,0,317.8,37,43.57,5.07,51.54,Bowler
Z Khan,odi,India,194,0,31,753,34,11.58,1041,72.33,0,0,1635.8,269,30.12,4.95,36.49,All-Rounder
S C Khanna,odi,India,10,0,2,176,56,22.0,265,66.42,0,2,0.0,0,22.0,0.0,0.0,Batsman
A R Khurasiya,odi,India,12,0,0,149,57,13.55,188,79.26,0,1,0.0,0,13.55,0.0,0.0,Batsman
S M H Kirmani,odi,India,49,0,13,373,48,20.72,616,60.55,0,0,0.0,0,20.72,0.0,0.0,Batsman
V Kohli*,odi,India,311,0,47,14797,183,58.72,15771,93.82,54,77,110.3,5,136.0,6.16,132.4,Batsman
Kuldeep Yadav*,odi,India,120,0,22,212,19,9.64,411,51.58,0,0,1024.0,194,26.83,5.08,31.67,Bowler
D S Kulkarni,odi,India,12,0,2,27,25,0.0,28,96.43,0,0,99.7,19,26.74,5.1,31.47,Bowler
N M Kulkarni,odi,India,10,0,3,11,5,5.5,20,55.0,0,0,67.0,11,32.45,5.33,36.55,Bowler
R R Kulkarni,odi,India,10,0,3,33,15,16.5,39,84.62,0,0,74.0,10,34.5,4.66,44.4,Bowler
B Kumar,odi,India,121,0,16,552,53,14.15,747,73.9,0,1,974.5,141,35.11,5.08,41.47,Bowler
M Kumar*,odi,India,6,0,1,10,6,10.0,16,62.5,0,0,39.0,5,43.4,5.56,46.8,Bowler
P Kumar,odi,India,68,0,12,292,54,13.9,331,88.22,0,1,540.3,77,36.03,5.13,42.1,Bowler
T A S Kumaran,odi,India,8,0,0,19,8,6.33,27,70.37,0,0,63.0,9,38.67,5.52,42.0,Bowler
A Kumble,odi,India,269,0,47,903,26,10.38,1481,60.97,0,0,2396.0,334,30.84,4.3,43.04,All-Rounder
A Kuruvilla,odi,India,25,0,4,26,7,3.71,43,60.47,0,0,188.5,25,35.6,4.72,45.24,Bowler
R Lamba,odi,India,32,0,2,783,102,27.0,1166,67.15,1,6,3.2,1,20.0,6.32,19.0,Batsman
V V S Laxman,odi,India,86,0,7,2338,131,30.76,3282,71.24,6,10,7.0,0,0.0,5.71,0.0,Batsman
S Madan Lal,odi,India,67,0,14,401,53,19.1,645,62.17,0,1,527.3,73,29.27,4.05,43.34,Bowler
A Malhotra,odi,India,20,0,4,457,65,30.47,645,70.85,0,1,1.0,0,0.0,0.0,0.0,Batsman
Maninder Singh,odi,India,59,0,14,49,8,12.25,90,54.44,0,0,522.2,66,31.3,3.96,47.47,Bowler
S V Manjrekar,odi,India,74,0,10,1994,105,33.23,3101,64.3,1,15,1.3,1,10.0,7.5,8.0,Batsman
J J Martin,odi,India,10,0,1,158,39,22.57,331,47.73,0,0,0.0,0,22.57,0.0,0.0,Batsman
A Mishra,odi,India,36,0,3,43,14,5.38,81,53.09,0,0,319.5,64,23.61,4.73,29.95,Bowler
A Mithun,odi,India,5,0,0,51,24,17.0,55,92.73,0,0,30.0,3,67.67,6.77,60.0,Bowler
Mohammed Shami*,odi,India,108,0,20,225,25,7.76,273,82.42,0,0,887.7,206,24.05,5.58,25.85,Bowler
Mohammed Siraj*,odi,India,50,0,13,57,9,7.13,134,42.54,0,0,375.2,76,25.32,5.13,29.62,Bowler
D S Mohanty,odi,India,45,0,6,28,18,5.6,57,49.12,0,0,332.7,57,29.16,5.0,35.02,Bowler
D Mongia,odi,India,57,0,7,1230,159,27.95,1721,71.47,1,4,106.7,14,40.79,5.35,45.71,Batsman
N R Mongia,odi,India,140,0,33,1272,69,20.19,1846,68.91,0,2,0.0,0,20.19,0.0,0.0,Batsman
K S More,odi,India,94,0,22,563,42,13.09,808,69.68,0,0,0.0,0,13.09,0.0,0.0,Batsman
A Nehra,odi,India,117,0,21,140,24,5.83,244,57.38,0,0,939.5,155,31.61,5.21,36.37,Bowler
P P Ojha,odi,India,18,0,8,46,16,23.0,112,41.07,0,0,146.0,21,31.05,4.47,41.71,Bowler
M K Pandey,odi,India,29,0,7,566,104,33.29,625,90.56,1,2,0.0,0,33.29,0.0,0.0,Batsman
C S Pandit,odi,India,36,0,9,290,33,20.71,400,72.5,0,0,0.0,0,20.71,0.0,0.0,Batsman
H H Pandya*,odi,India,94,0,10,1904,92,32.83,1717,110.89,0,11,576.7,91,35.51,5.6,38.02,All-Rounder
K H Pandya,odi,India,5,0,2,130,58,65.0,128,101.56,0,1,38.0,2,111.5,5.87,114.0,Batsman
R R Pant*,odi,India,31,0,1,871,125,33.5,820,106.22,1,5,0.0,0,33.5,0.0,0.0,Batsman
G A Parkar,odi,India,10,0,1,165,42,18.33,332,49.7,0,0,0.0,0,18.33,0.0,0.0,Batsman
A K Patel,odi,India,8,0,0,6,6,3.0,11,54.55,0,0,60.0,7,37.57,4.38,51.43,Bowler
A R Patel*,odi,India,71,0,12,858,64,23.19,935,91.76,0,3,547.8,75,32.81,4.49,43.83,All-Rounder
B P Patel,odi,India,10,0,1,243,82,30.38,399,60.9,0,1,0.0,0,30.38,0.0,0.0,Batsman
M M Patel,odi,India,70,0,16,74,15,6.73,114,64.91,0,0,525.7,86,30.27,4.95,36.67,Bowler
P A Patel,odi,India,38,0,3,736,95,23.74,942,78.13,0,4,0.0,0,23.74,0.0,0.0,Batsman
I K Pathan,odi,India,120,0,21,1544,83,23.39,1941,79.55,0,5,975.8,173,29.72,5.27,33.84,All-Rounder
Y K Pathan,odi,India,57,0,11,810,123,27.0,713,113.6,2,3,248.3,33,41.36,5.5,45.15,Batsman
S M Patil,odi,India,45,0,1,1005,84,24.51,1253,80.21,0,9,144.0,15,39.27,4.09,57.6,Batsman
R R Powar,odi,India,31,0,5,163,54,11.64,260,62.69,0,1,256.0,34,35.03,4.65,45.18,Bowler
M M Prabhakar,odi,India,130,0,21,1858,106,24.13,3083,60.27,2,11,1060.0,157,28.88,4.28,40.51,All-Rounder
B K V Prasad,odi,India,161,0,31,221,19,6.91,367,60.22,0,0,1354.8,196,32.31,4.67,41.47,Bowler
M S K Prasad,odi,India,17,0,2,131,63,14.56,225,58.22,0,1,0.0,0,14.56,0.0,0.0,Batsman
M Prasidh Krishna*,odi,India,23,0,5,2,2,1.0,17,11.76,0,0,182.8,40,27.55,6.03,27.43,Bowler
C A Pujara*,odi,India,5,0,0,51,27,10.2,130,39.23,0,0,0.0,0,10.2,0.0,0.0,Batsman
A M Rahane*,odi,India,90,0,3,2962,111,35.26,3767,78.63,3,24,0.0,0,35.26,0.0,0.0,Batsman
K L Rahul*,odi,India,94,0,20,3360,112,50.91,3715,90.44,8,20,0.0,0,50.91,0.0,0.0,Batsman
S K Raina,odi,India,226,0,35,5615,116,35.31,6005,93.51,5,36,354.3,36,50.31,5.11,59.06,Batsman
S L V Raju,odi,India,53,0,8,32,8,4.0,67,47.76,0,0,461.7,63,31.97,4.36,43.97,Bowler
W V Raman,odi,India,27,0,1,617,114,23.73,1109,55.64,1,3,27.0,2,85.0,6.3,81.0,Batsman
S Ramesh,odi,India,24,0,1,646,82,28.09,1092,59.16,0,6,6.0,1,38.0,6.33,36.0,Batsman
V S Rathore,odi,India,7,0,0,193,54,27.57,321,60.12,0,2,0.0,0,27.57,0.0,0.0,Batsman
A Ratra,odi,India,12,0,1,90,30,12.86,127,70.87,0,0,0.0,0,12.86,0.0,0.0,Batsman
A T Rayudu,odi,India,55,0,14,1694,124,47.06,2143,79.05,3,10,20.2,3,41.33,6.15,40.33,Batsman
W P Saha,odi,India,9,0,2,41,16,13.67,56,73.21,0,0,0.0,0,13.67,0.0,0.0,Batsman
N A Saini,odi,India,8,0,3,107,45,53.5,137,78.1,0,0,70.0,6,80.17,6.87,70.0,Bowler
S V Samson*,odi,India,16,0,5,510,108,56.67,512,99.61,1,3,0.0,0,56.67,0.0,0.0,Batsman
B S Sandhu,odi,India,22,0,3,51,16,12.75,97,52.58,0,0,185.0,16,47.69,4.12,69.38,Bowler
R L Sanghvi,odi,India,10,0,0,8,8,4.0,11,72.73,0,0,83.0,10,39.9,4.81,49.8,Bowler
Sarandeep Singh,odi,India,5,0,1,47,19,15.67,73,64.38,0,0,43.0,3,60.0,4.19,86.0,Bowler
V Sehwag,odi,India,241,0,9,7995,219,35.38,7656,104.43,15,37,715.0,94,39.76,5.23,45.64,All-Rounder
V Shankar,odi,India,12,0,1,223,46,31.86,246,90.65,0,0,38.8,4,52.5,5.41,58.25,Batsman
A K Sharma,odi,India,31,0,6,424,59,20.19,469,90.41,0,3,190.0,15,58.33,4.61,76.0,Batsman
C Sharma,odi,India,65,0,16,456,101,24.0,504,90.48,1,0,472.5,67,34.87,4.94,42.31,Bowler
G Sharma,odi,India,11,0,0,11,7,5.5,24,45.83,0,0,81.0,10,36.1,4.46,48.6,Bowler
I Sharma,odi,India,80,0,13,72,13,4.8,203,35.47,0,0,622.2,115,30.98,5.73,32.46,Bowler
M M Sharma,odi,India,26,0,5,31,11,7.75,66,46.97,0,0,186.8,31,32.9,5.46,36.16,Bowler
R G Sharma*,odi,India,282,0,37,11577,264,48.85,12482,92.75,33,61,101.7,9,59.22,5.24,67.78,Batsman
S K Sharma,odi,India,23,0,4,80,28,10.0,135,59.26,0,0,163.2,22,36.95,4.98,44.5,Bowler
R J Shastri,odi,India,150,0,21,3108,109,29.05,5129,60.6,4,18,1102.2,129,36.05,4.22,51.26,All-Rounder
P P Shaw,odi,India,6,0,0,189,49,31.5,166,113.86,0,0,0.0,0,31.5,0.0,0.0,Batsman
Shubman Gill*,odi,India,61,0,8,2953,208,55.72,2982,99.03,8,17,3.0,0,0.0,8.33,0.0,Batsman
N S Sidhu,odi,India,136,0,8,4413,134,37.08,6329,69.73,6,33,0.7,0,0.0,4.5,0.0,Batsman
R P Singh,odi,India,58,0,10,104,23,10.4,242,42.98,0,0,427.5,69,33.96,5.48,37.17,Bowler
R R Singh,odi,India,136,0,23,2336,100,25.96,3144,74.3,1,9,622.3,69,43.26,4.8,54.12,All-Rounder
L Sivaramakrishnan,odi,India,16,0,2,5,2,2.5,24,20.83,0,0,126.0,15,35.87,4.27,50.4,Bowler
R S Sodhi,odi,India,18,0,3,280,67,25.45,381,73.49,0,2,77.0,5,73.0,4.74,92.4,Batsman
E D Solkar,odi,India,7,0,0,27,13,4.5,79,34.18,0,0,42.0,4,42.25,4.02,63.0,Bowler
B B Sran,odi,India,6,0,0,0,0,38.43,0,0.0,0,0,0.0,7,38.43,5.34,43.14,Bowler
S Sreesanth,odi,India,53,0,10,44,10,4.0,121,36.36,0,0,412.7,75,33.44,6.08,33.01,Bowler
K Srikkanth,odi,India,146,0,4,4091,123,29.01,5702,71.75,4,27,118.7,25,25.64,5.4,28.48,Batsman
J Srinath,odi,India,229,0,38,883,53,10.64,1109,79.62,0,1,1989.2,315,28.09,4.45,37.89,All-Rounder
S Sriram,odi,India,8,0,1,81,57,13.5,135,60.0,0,1,54.0,9,30.44,5.07,36.0,Bowler
S R Tendulkar,odi,India,463,0,41,18426,200,44.83,21367,86.24,49,96,1342.3,154,44.48,5.1,52.3,All-Rounder
S N Thakur*,odi,India,47,0,6,329,50,17.32,313,105.11,0,1,323.3,65,30.98,6.23,29.85,Bowler
N T T Tilak Varma*,odi,India,5,0,1,68,52,22.67,119,57.14,0,1,10.0,0,0.0,6.8,0.0,Batsman
M K Tiwary,odi,India,12,0,1,287,104,26.09,403,71.22,1,1,22.0,5,30.0,6.82,26.4,Batsman
Umran Malik*,odi,India,10,0,3,2,2,2.0,11,18.18,0,0,61.0,13,30.69,6.54,28.15,Bowler
J D Unadkat*,odi,India,8,0,0,0,0,25.0,0,0.0,0,0,0.0,9,25.0,3.95,38.0,Bowler
R V Uthappa,odi,India,46,0,6,934,86,25.94,1031,90.59,0,6,0.3,0,0.0,0.0,0.0,Batsman
D B Vengsarkar,odi,India,129,0,19,3508,105,34.73,5179,67.74,1,23,1.0,0,0.0,4.0,0.0,Batsman
S Venkataraghavan,odi,India,15,0,4,54,26,10.8,126,42.86,0,0,144.7,5,108.4,3.75,173.6,Bowler
Y Venugopal Rao,odi,India,16,0,2,218,61,24.22,363,60.06,0,1,0.0,0,24.22,0.0,0.0,Batsman
M Vijay,odi,India,17,0,0,339,72,21.19,506,67.0,0,1,6.0,1,37.0,6.17,36.0,Batsman
R Vinay Kumar,odi,India,31,0,4,86,27,9.56,146,58.9,0,0,239.3,38,37.45,5.95,37.79,Bowler
G R Viswanath,odi,India,25,0,1,439,75,19.95,830,52.89,0,2,0.0,0,19.95,0.0,0.0,Batsman
S Viswanath,odi,India,22,0,4,72,23,9.0,139,51.8,0,0,0.0,0,9.0,0.0,0.0,Batsman
Washington Sundar*,odi,India,29,0,2,372,51,20.67,452,82.3,0,1,169.0,29,28.86,4.95,34.97,Bowler
A S Wassan,odi,India,9,0,2,33,16,8.25,56,58.93,0,0,71.0,11,25.73,3.99,38.73,Bowler
J P Yadav,odi,India,12,0,3,81,69,20.25,123,65.85,0,1,66.0,6,54.33,4.94,66.0,Bowler
N S Yadav,odi,India,7,0,2,1,1,0.0,16,6.25,0,0,55.0,8,28.5,4.15,41.25,Bowler
S A Yadav*,odi,India,37,0,5,773,72,25.77,736,105.03,0,4,2.0,0,0.0,8.5,0.0,Batsman
U T Yadav*,odi,India,75,0,14,79,18,7.9,134,58.96,0,0,593.0,106,33.63,6.01,33.57,Bowler
